Sim_Time,Sim_Alt,State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Off-Vert Angle (deg),State - Time in Stage (s),HITL_Accelerometer - Acc X (m/s^2),HITL_Accelerometer - Acc Y (m/s^2),HITL_Accelerometer - Acc Z (m/s^2),HITL_Gyroscope - Gyro X (rad/s),HITL_Gyroscope - Gyro Y (rad/s),HITL_Gyroscope - Gyro Z (rad/s),HITL_Barometer - Pres (hPa),HITL_Barometer - Temp (C),HITL_Barometer - Alt ASL (m),HITL_GPS - Lat (deg),HITL_GPS - Lon (deg),HITL_GPS - Alt (m),HITL_GPS - vN (m/s),HITL_GPS - vE (m/s),HITL_GPS - vD (m/s),HITL_GPS - Fix Quality,HITL_GPS - Time of Day,HITL_Magnetometer - Mag X (uT),HITL_Magnetometer - Mag Y (uT),HITL_Magnetometer - Mag Z (uT)
29.515,384.376,29.515,6,-21.195,-13.243,374.250,-3.767,-23.081,-37.551,-14.505,-9.153,-5.482,2.520,1.069,-4.216,-8.979,-14.646,0.000,0.000,0.000,967.900,30.990,384.376,45.0000000,-122.0000000,384.380,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
29.788,375.659,29.788,6,-19.918,-17.602,367.563,-4.067,-24.050,-37.325,-2.970,-5.206,-4.299,2.523,1.342,-5.595,-5.014,-3.139,0.000,0.000,0.000,968.910,30.990,375.658,45.0000000,-122.0000000,375.660,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
30.059,374.882,30.059,6,-19.125,-21.223,362.031,-6.725,-21.141,-37.119,-11.618,8.725,-5.890,2.527,1.613,-3.297,8.871,-11.701,0.000,0.000,0.000,969.000,30.970,374.882,45.0000000,-122.0000000,374.880,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
30.332,369.793,30.332,6,-19.240,-24.025,356.639,-10.743,-20.153,-36.271,-16.528,1.360,-3.603,2.530,1.886,-5.689,1.595,-16.693,0.000,0.000,0.000,969.590,30.950,369.793,45.0000000,-122.0000000,369.790,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
30.604,360.916,30.604,6,-20.100,-26.418,350.752,-13.026,-20.367,-36.337,-10.291,-3.284,-6.048,2.533,2.158,-3.577,-3.139,-10.401,0.000,0.000,0.000,970.620,30.910,360.915,45.0000000,-122.0000000,360.920,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
30.88,352.39,30.880,6,-21.312,-28.304,344.277,-14.015,-17.550,-36.352,-5.571,7.569,-5.155,3.439,2.434,-4.475,7.643,-5.617,0.000,0.000,0.000,971.610,30.870,352.390,45.0000000,-122.0000000,352.390,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
31.151,349.549,31.151,6,-22.532,-29.247,338.584,-14.655,-14.932,-36.443,-4.504,6.882,-6.426,4.582,2.705,-3.433,6.867,-4.489,0.000,0.000,0.000,971.940,30.830,349.549,45.0000000,-122.0000000,349.550,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
31.402,343.011,31.402,6,-23.725,-29.396,333.275,-17.056,-13.775,-36.620,-11.978,1.620,-6.770,4.588,2.956,-3.053,1.623,-11.974,0.000,0.000,0.000,972.700,30.780,343.011,45.0000000,-122.0000000,343.010,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
31.67,335.273,31.670,6,-25.639,-29.612,327.012,-19.653,-13.731,-36.488,-12.127,-2.654,-4.722,4.594,3.224,-5.071,-2.665,-12.132,0.000,0.000,0.000,973.600,30.750,335.273,45.0000000,-122.0000000,335.270,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
31.922,325.567,31.922,6,-27.330,-29.543,320.453,-19.046,-13.045,-38.118,-0.337,-0.246,-10.914,4.600,3.476,1.106,-0.237,-0.338,0.000,0.000,0.000,974.730,30.720,325.566,45.0000000,-122.0000000,325.570,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
32.2,320.073,32.200,6,-28.961,-30.195,313.248,-17.012,-17.009,-36.844,4.666,-17.020,-0.000,4.606,3.754,-9.682,-17.102,4.633,0.000,0.000,0.000,975.370,30.720,320.073,45.0000000,-122.0000000,320.070,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
32.471,316.726,32.471,6,-30.192,-31.214,307.085,-18.127,-17.447,-36.869,-6.951,-4.549,-5.683,5.451,4.024,-4.295,-4.511,-6.874,0.000,0.000,0.000,975.760,30.730,316.727,45.0000000,-122.0000000,316.730,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
32.743,307.209,32.743,6,-31.488,-32.345,300.371,-18.519,-18.725,-36.318,-4.392,-7.728,-2.688,5.458,4.297,-7.255,-7.678,-4.259,0.000,0.000,0.000,976.870,30.730,307.208,45.0000000,-122.0000000,307.210,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
33.019,297.87,33.019,6,-32.605,-33.679,293.250,-17.304,-19.588,-35.439,1.385,-6.247,-0.807,5.465,4.573,-9.007,-6.199,1.559,0.000,0.000,0.000,977.960,30.720,297.871,45.0000000,-122.0000000,297.870,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
33.294,290.937,33.294,6,-33.357,-34.854,286.398,-16.711,-18.778,-34.574,-0.952,-0.304,-0.853,5.619,4.848,-8.979,-0.244,-0.740,0.000,0.000,0.000,978.770,30.710,290.937,45.0000000,-122.0000000,290.940,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
33.566,286.744,33.566,6,-33.897,-35.762,280.147,-16.620,-18.867,-35.059,-2.860,-3.698,-6.468,5.627,5.120,-3.433,-3.670,-2.787,0.000,0.000,0.000,979.260,30.720,286.744,45.0000000,-122.0000000,286.740,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
33.836,280.075,33.836,6,-34.420,-36.871,273.890,-17.277,-21.519,-34.475,-5.704,-13.320,-2.424,5.634,5.390,-7.607,-13.260,-5.552,0.000,0.000,0.000,980.040,30.720,280.075,45.0000000,-122.0000000,280.070,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
34.111,273.75,34.111,6,-34.909,-38.327,267.485,-16.224,-21.936,-35.036,0.572,-5.098,-6.581,5.641,5.665,-3.247,-5.078,0.639,0.000,0.000,0.000,980.780,30.720,273.751,45.0000000,-122.0000000,273.750,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
34.385,265.296,34.385,6,-35.079,-39.698,260.707,-15.251,-22.292,-34.863,0.257,-5.025,-3.413,5.649,5.939,-6.421,-4.985,0.402,0.000,0.000,0.000,981.770,30.720,265.296,45.0000000,-122.0000000,265.300,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
34.655,261.626,34.655,6,-35.111,-40.886,254.660,-15.692,-22.269,-34.427,-4.972,-3.805,-3.233,6.382,6.209,-6.831,-3.678,-4.719,0.000,0.000,0.000,982.200,30.730,261.627,45.0000000,-122.0000000,261.630,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
34.906,255.57,34.906,6,-35.074,-41.544,249.187,-16.800,-21.804,-34.244,-7.974,-2.364,-4.209,7.497,6.460,-6.113,-2.212,-7.635,0.000,0.000,0.000,982.910,30.710,255.570,45.0000000,-122.0000000,255.570,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
35.176,248.92,35.176,6,-35.517,-42.359,242.990,-17.298,-20.988,-34.183,-5.199,-0.977,-4.231,7.507,6.730,-5.897,-0.833,-4.863,0.000,0.000,0.000,983.690,30.700,248.920,45.0000000,-122.0000000,248.920,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
35.45,241.593,35.450,6,-36.098,-42.870,236.636,-17.850,-19.448,-32.960,-5.381,1.625,0.353,7.517,7.004,-10.422,1.875,-4.769,0.000,0.000,0.000,984.550,30.680,241.593,45.0000000,-122.0000000,241.590,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
35.723,236.399,35.723,6,-36.615,-42.820,230.640,-17.454,-17.047,-33.120,-1.978,4.783,-4.972,7.526,7.277,-4.834,4.899,-1.681,0.000,0.000,0.000,985.160,30.680,236.399,45.0000000,-122.0000000,236.400,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
36.0,232.144,36.000,6,-37.409,-42.165,224.980,-20.099,-14.078,-31.859,-13.014,6.812,-0.227,7.537,7.554,-10.178,7.068,-12.412,0.000,0.000,0.000,985.660,30.650,232.144,45.0000000,-122.0000000,232.140,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
36.274,223.298,36.274,6,-38.448,-41.046,218.877,-20.591,-13.107,-32.816,-5.399,-0.306,-7.476,7.546,7.828,-2.658,-0.237,-5.251,0.000,0.000,0.000,986.700,30.590,223.298,45.0000000,-122.0000000,223.300,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
36.542,216.499,36.542,6,-39.477,-39.841,212.723,-21.832,-12.953,-32.627,-8.410,-3.238,-3.155,7.556,8.096,-7.219,-3.060,-8.002,0.000,0.000,0.000,987.500,30.550,216.499,45.0000000,-122.0000000,216.500,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
36.794,210.214,36.794,6,-40.256,-38.254,206.979,-21.782,-10.035,-32.565,-3.868,7.715,-3.621,8.181,8.348,-6.400,7.757,-3.412,0.000,0.000,0.000,988.240,30.510,210.214,45.0000000,-122.0000000,210.210,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
37.068,204.866,37.068,6,-41.376,-36.349,200.719,-21.782,-7.143,-32.585,-3.855,7.171,-3.926,9.005,8.622,-6.271,7.097,-3.347,0.000,0.000,0.000,988.870,30.460,204.866,45.0000000,-122.0000000,204.870,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
37.342,198.842,37.342,6,-42.269,-33.914,194.460,-20.951,-4.141,-33.008,-0.908,7.795,-5.484,9.607,8.896,-4.676,7.628,-0.503,0.000,0.000,0.000,989.580,30.420,198.843,45.0000000,-122.0000000,198.840,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
37.616,191.127,37.616,6,-42.975,-31.123,187.862,-21.092,-2.205,-33.365,-4.531,4.155,-4.911,9.619,9.170,-5.409,3.979,-4.087,0.000,0.000,0.000,990.490,30.400,191.127,45.0000000,-122.0000000,191.130,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
37.892,185.196,37.892,6,-43.725,-28.421,181.265,-21.691,-2.491,-33.632,-6.238,-3.680,-4.768,10.446,9.446,-5.552,-3.800,-5.710,0.000,0.000,0.000,991.190,30.400,185.196,45.0000000,-122.0000000,185.200,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
38.164,176.814,38.164,6,-44.308,-26.243,174.438,-21.026,-4.251,-33.606,-1.738,-8.947,-3.278,10.460,9.718,-6.436,-9.115,-1.106,0.000,0.000,0.000,992.180,30.390,176.814,45.0000000,-122.0000000,176.810,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
38.416,170.468,38.416,6,-44.182,-24.566,168.240,-19.102,-5.311,-33.523,3.170,-6.692,-3.209,9.786,9.970,-6.206,-6.766,3.757,0.000,0.000,0.000,992.930,30.360,170.468,45.0000000,-122.0000000,170.470,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
38.683,162.774,38.683,6,-44.056,-23.357,161.478,-18.562,-6.095,-32.520,-2.181,-5.163,0.714,9.799,10.237,-10.631,-5.265,-1.192,0.000,0.000,0.000,993.840,30.360,162.774,45.0000000,-122.0000000,162.770,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
38.956,158.211,38.956,6,-44.194,-22.164,155.200,-20.367,-4.188,-31.239,-10.739,4.915,1.175,9.812,10.510,-12.003,4.827,-9.632,0.000,0.000,0.000,994.380,30.360,158.211,45.0000000,-122.0000000,158.210,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
39.229,151.032,39.229,6,-44.775,-20.682,149.173,-22.369,-2.727,-28.941,-11.522,3.419,5.247,9.825,10.783,-16.118,3.290,-10.027,0.000,0.000,0.000,995.230,30.360,151.032,45.0000000,-122.0000000,151.030,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
39.499,145.63,39.499,6,-44.908,-19.339,144.134,-17.658,-4.137,-24.020,13.200,-7.052,15.129,9.837,11.053,-23.495,-7.341,15.493,0.000,0.000,0.000,995.870,30.370,145.630,45.0000000,-122.0000000,145.630,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
39.77,140.737,39.770,6,-44.378,-18.276,140.097,-16.892,-3.853,-20.026,-1.361,-0.675,11.917,9.850,11.324,-21.750,-0.898,0.718,0.000,0.000,0.000,996.450,30.370,140.737,45.0000000,-122.0000000,140.740,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
40.042,137.448,40.042,6,-44.009,-17.024,136.715,-18.424,-1.658,-19.206,-9.771,6.468,0.174,9.863,11.596,-10.939,6.386,-8.749,0.000,0.000,0.000,996.840,30.370,137.448,45.0000000,-122.0000000,137.450,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
40.316,135.088,40.316,6,-43.684,-15.622,133.741,-16.730,-1.530,-17.750,2.099,-0.996,2.295,9.876,11.870,-11.837,-1.128,3.247,0.000,0.000,0.000,997.120,30.370,135.088,45.0000000,-122.0000000,135.090,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
40.588,133.065,40.588,6,-42.768,-14.466,131.262,-13.578,-2.499,-16.577,7.555,-4.924,1.125,9.889,12.142,-10.106,-5.057,8.555,0.000,0.000,0.000,997.360,30.370,133.065,45.0000000,-122.0000000,133.060,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
40.858,130.537,40.858,6,-41.507,-13.541,129.018,-13.291,-2.465,-15.805,-2.879,-1.162,-0.259,10.288,12.412,-9.790,-1.228,-1.875,0.000,0.000,0.000,997.660,30.370,130.537,45.0000000,-122.0000000,130.540,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
41.11,129.02,41.110,6,-40.241,-12.644,127.281,-14.059,-2.160,-15.064,-7.106,-0.067,-0.428,10.301,12.664,-10.070,-0.122,-6.091,0.000,0.000,0.000,997.840,30.360,129.020,45.0000000,-122.0000000,129.020,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
41.386,126.746,41.386,6,-39.464,-11.822,125.301,-13.820,-1.924,-14.451,-2.783,-0.237,-0.783,10.753,12.940,-9.280,-0.294,-1.753,0.000,0.000,0.000,998.110,30.360,126.746,45.0000000,-122.0000000,126.750,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
41.657,125.314,41.657,6,-38.476,-11.044,123.673,-12.196,-1.895,-13.354,2.367,-0.932,0.925,10.767,13.211,-10.394,-1.013,3.556,0.000,0.000,0.000,998.280,30.350,125.314,45.0000000,-122.0000000,125.310,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
41.908,123.377,41.908,6,-36.986,-10.328,122.410,-10.302,-1.995,-12.456,3.812,-1.441,0.471,10.780,13.462,-9.776,-1.523,4.942,0.000,0.000,0.000,998.510,30.350,123.377,45.0000000,-122.0000000,123.380,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
42.183,121.188,42.183,6,-35.592,-9.721,120.918,-9.765,-1.844,-11.734,-1.336,-0.351,-0.013,10.988,13.737,-9.884,-0.409,-0.187,0.000,0.000,0.000,998.770,30.350,121.188,45.0000000,-122.0000000,121.190,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
42.454,119.673,42.454,6,-34.337,-9.009,119.595,-10.591,-0.668,-11.299,-6.272,3.496,-1.022,11.002,14.008,-9.481,3.455,-5.193,0.000,0.000,0.000,998.950,30.350,119.673,45.0000000,-122.0000000,119.670,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
42.726,117.737,42.726,6,-33.310,-8.163,118.268,-10.525,-0.140,-10.773,-2.875,1.174,-0.503,11.487,14.280,-9.603,1.092,-1.688,0.000,0.000,0.000,999.180,30.340,117.737,45.0000000,-122.0000000,117.740,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
42.999,116.223,42.999,6,-32.190,-7.403,117.116,-8.914,-0.652,-9.392,2.889,-2.568,2.734,11.502,14.553,-12.060,-2.694,4.425,0.000,0.000,0.000,999.360,30.340,116.223,45.0000000,-122.0000000,116.220,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
43.273,114.54,43.273,6,-30.855,-6.834,116.117,-7.789,-1.047,-8.558,1.228,-2.078,0.935,11.517,14.827,-10.487,-2.184,2.557,0.000,0.000,0.000,999.560,30.330,114.540,45.0000000,-122.0000000,114.540,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
43.543,112.857,43.543,6,-29.536,-6.314,115.166,-8.149,-0.596,-8.142,-4.133,1.072,-0.369,12.153,15.097,-9.927,0.963,-2.808,0.000,0.000,0.000,999.760,30.330,112.857,45.0000000,-122.0000000,112.860,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
43.813,111.343,43.813,6,-28.423,-5.737,114.082,-8.343,-0.125,-8.861,-3.410,1.202,-4.441,12.168,15.367,-5.797,1.142,-2.643,0.000,0.000,0.000,999.940,30.330,111.343,45.0000000,-122.0000000,111.340,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
44.087,108.989,44.087,6,-27.472,-5.112,112.640,-8.305,0.294,-9.102,-2.430,1.052,-2.348,12.184,15.641,-7.736,0.963,-1.386,0.000,0.000,0.000,1000.220,30.320,108.989,45.0000000,-122.0000000,108.990,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
44.358,107.812,44.358,6,-26.509,-4.479,111.370,-7.621,0.487,-7.932,0.021,0.288,2.800,12.200,15.912,-12.491,0.129,1.745,0.000,0.000,0.000,1000.360,30.330,107.812,45.0000000,-122.0000000,107.810,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
44.632,106.046,44.632,6,-25.489,-3.877,110.170,-6.858,0.571,-7.543,0.397,-0.056,0.091,12.153,16.186,-9.754,-0.180,1.738,0.000,0.000,0.000,1000.570,30.320,106.046,45.0000000,-122.0000000,106.050,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
44.907,103.861,44.907,6,-24.476,-3.324,108.877,-6.787,0.600,-7.158,-2.031,-0.205,0.351,12.459,16.461,-10.343,-0.323,-0.575,0.000,0.000,0.000,1000.830,30.310,103.861,45.0000000,-122.0000000,103.860,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
45.182,101.676,45.182,7,-23.630,-2.825,107.441,-7.381,0.601,-7.420,-4.372,-0.262,-1.773,13.192,0.000,-8.612,-0.345,-3.081,0.000,0.000,0.000,1001.090,30.310,101.676,45.0000000,-122.0000000,101.680,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
45.451,99.996,45.451,7,-22.984,-2.278,106.081,-8.012,1.465,-6.404,-4.544,2.997,3.042,13.208,0.269,-13.432,2.859,-2.492,0.000,0.000,0.000,1001.290,30.310,99.996,45.0000000,-122.0000000,100.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
45.725,98.148,45.725,7,-22.498,-1.648,104.809,-7.862,1.712,-5.618,-1.563,0.747,2.327,13.226,0.543,-12.240,0.611,0.338,0.000,0.000,0.000,1001.510,30.300,98.148,45.0000000,-122.0000000,98.150,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
45.999,95.796,45.999,7,-22.024,-1.108,103.481,-7.699,1.266,-5.197,-1.479,-1.735,1.313,13.243,0.817,-11.198,-1.860,0.259,0.000,0.000,0.000,1001.790,30.300,95.796,45.0000000,-122.0000000,95.800,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
46.273,94.201,46.273,7,-21.592,-0.652,102.185,-7.823,1.502,-4.923,-2.484,0.801,0.873,13.260,1.091,-10.947,0.682,-0.790,0.000,0.000,0.000,1001.980,30.290,94.200,45.0000000,-122.0000000,94.200,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
46.543,92.773,46.543,7,-21.243,-0.147,100.899,-8.223,2.114,-5.046,-3.509,2.253,-0.544,13.849,1.361,-9.754,2.097,-1.925,0.000,0.000,0.000,1002.150,30.290,92.773,45.0000000,-122.0000000,92.770,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
46.817,90.842,46.817,7,-21.058,0.408,99.450,-8.631,2.285,-5.203,-3.473,0.662,-0.508,14.411,1.635,-9.776,0.488,-1.796,0.000,0.000,0.000,1002.380,30.290,90.842,45.0000000,-122.0000000,90.840,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
47.09,88.912,47.090,7,-20.923,0.902,97.901,-8.549,2.117,-5.213,-1.676,-0.528,0.146,14.663,1.908,-10.085,-0.704,0.129,0.000,0.000,0.000,1002.610,30.280,88.912,45.0000000,-122.0000000,88.910,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
47.361,87.402,47.361,7,-20.751,1.314,96.361,-8.325,2.074,-5.266,-1.149,-0.034,-0.020,14.854,2.179,-9.833,-0.208,0.654,0.000,0.000,0.000,1002.790,30.280,87.402,45.0000000,-122.0000000,87.400,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
47.633,85.64,47.633,7,-20.608,1.695,94.804,-8.570,2.201,-4.971,-2.852,0.628,1.325,14.873,2.451,-11.478,0.431,-0.769,0.000,0.000,0.000,1003.000,30.280,85.640,45.0000000,-122.0000000,85.640,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
47.906,83.878,47.906,7,-20.562,2.084,93.208,-8.939,2.460,-5.249,-3.295,1.144,-0.727,15.433,2.724,-9.568,0.955,-1.487,0.000,0.000,0.000,1003.210,30.270,83.878,45.0000000,-122.0000000,83.880,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
48.179,82.117,48.179,7,-20.590,2.479,91.485,-9.148,2.586,-5.848,-2.709,0.697,-1.893,15.453,2.997,-8.303,0.532,-1.135,0.000,0.000,0.000,1003.420,30.250,82.117,45.0000000,-122.0000000,82.120,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
48.451,80.607,48.451,7,-20.697,2.812,89.825,-9.677,2.314,-5.055,-3.909,-0.734,3.173,15.472,3.269,-13.475,-1.006,-1.343,0.000,0.000,0.000,1003.600,30.240,80.607,45.0000000,-122.0000000,80.610,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
48.724,79.014,48.724,7,-20.850,3.068,88.264,-9.553,2.227,-5.042,-1.516,-0.030,0.313,15.713,3.542,-10.221,-0.244,0.503,0.000,0.000,0.000,1003.790,30.240,79.014,45.0000000,-122.0000000,79.010,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
48.998,77.169,48.998,7,-20.975,3.305,86.578,-9.514,2.360,-5.677,-1.836,0.797,-2.003,15.733,3.816,-8.030,0.632,-0.259,0.000,0.000,0.000,1004.010,30.230,77.170,45.0000000,-122.0000000,77.170,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
49.272,75.493,49.272,7,-21.032,3.533,84.560,-9.126,2.368,-7.999,-0.568,0.363,-8.268,15.754,4.090,-1.631,0.330,-0.251,0.000,0.000,0.000,1004.210,30.220,75.493,45.0000000,-122.0000000,75.490,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
49.542,73.649,49.542,7,-21.072,3.759,82.398,-9.687,2.608,-7.456,-4.089,1.250,2.121,15.774,4.360,-12.527,0.998,-1.645,0.000,0.000,0.000,1004.430,30.230,73.649,45.0000000,-122.0000000,73.650,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
49.793,71.89,49.793,7,-21.029,3.927,80.475,-9.704,2.412,-7.559,-2.212,-0.382,-0.349,16.097,4.611,-9.704,-0.575,-0.244,0.000,0.000,0.000,1004.640,30.220,71.890,45.0000000,-122.0000000,71.890,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
50.062,70.466,50.062,7,-21.156,4.081,78.491,-9.722,2.304,-7.778,-2.078,-0.013,-0.931,16.454,4.880,-9.115,-0.194,-0.172,0.000,0.000,0.000,1004.810,30.220,70.466,45.0000000,-122.0000000,70.470,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
50.336,68.874,50.336,7,-21.328,4.225,76.532,-9.848,2.371,-7.679,-2.454,0.638,0.133,16.852,5.154,-10.250,0.417,-0.244,0.000,0.000,0.000,1005.000,30.220,68.874,45.0000000,-122.0000000,68.870,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
50.612,66.78,50.612,7,-21.525,4.379,74.546,-9.965,2.484,-7.697,-2.425,0.816,-0.258,17.267,5.430,-9.869,0.582,-0.230,0.000,0.000,0.000,1005.250,30.210,66.780,45.0000000,-122.0000000,66.780,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
50.888,65.105,50.888,7,-21.736,4.571,72.585,-10.173,2.825,-7.949,-2.781,1.663,-1.199,17.798,5.706,-9.065,1.408,-0.704,0.000,0.000,0.000,1005.450,30.200,65.105,45.0000000,-122.0000000,65.110,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
51.157,63.347,51.157,7,-21.933,4.772,70.666,-10.552,2.856,-8.048,-3.504,0.571,-0.709,18.367,5.975,-9.690,0.287,-1.207,0.000,0.000,0.000,1005.660,30.210,63.347,45.0000000,-122.0000000,63.350,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
51.408,61.673,51.408,7,-22.036,4.885,68.892,-10.867,2.615,-8.084,-3.489,-0.467,-0.537,18.863,6.226,-9.833,-0.747,-1.070,0.000,0.000,0.000,1005.860,30.190,61.673,45.0000000,-122.0000000,61.670,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
51.679,59.832,51.679,7,-22.366,5.022,66.971,-10.907,2.738,-8.068,-2.254,0.929,-0.334,19.255,6.497,-9.762,0.618,0.251,0.000,0.000,0.000,1006.080,30.190,59.832,45.0000000,-122.0000000,59.830,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
51.949,58.075,51.949,7,-22.647,5.193,65.112,-10.844,3.034,-7.848,-1.905,1.584,0.390,19.590,6.767,-10.394,1.207,0.833,0.000,0.000,0.000,1006.290,30.190,58.074,45.0000000,-122.0000000,58.080,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
52.222,56.401,52.222,7,-22.936,5.407,63.300,-10.987,3.189,-7.771,-2.673,1.075,-0.181,20.043,7.040,-10.027,0.690,0.014,0.000,0.000,0.000,1006.490,30.180,56.401,45.0000000,-122.0000000,56.400,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
52.492,54.059,52.492,7,-23.219,5.621,61.419,-11.303,3.283,-7.800,-3.368,0.881,-0.434,20.593,7.310,-9.970,0.481,-0.632,0.000,0.000,0.000,1006.770,30.190,54.059,45.0000000,-122.0000000,54.060,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
52.765,52.553,52.765,7,-23.553,5.853,59.608,-11.424,3.458,-7.580,-2.648,1.191,0.389,21.026,7.583,-10.573,0.725,0.366,0.000,0.000,0.000,1006.950,30.180,52.553,45.0000000,-122.0000000,52.550,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
53.039,50.63,53.039,7,-23.869,6.094,57.808,-11.396,3.531,-7.470,-2.134,0.837,0.022,21.394,7.857,-10.056,0.366,0.812,0.000,0.000,0.000,1007.180,30.180,50.630,45.0000000,-122.0000000,50.630,0.000,0.000,0.000,8,00:00:00,0.000,0.000,0.000
