SimTime,SimAlt,SimVel,State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),HITL_Barometer - Pres (hPa),HITL_Barometer - Temp (C),HITL_Barometer - Alt ASL (m),HITL_GPS - Lat (deg),HITL_GPS - Lon (deg),HITL_GPS - Alt (m),HITL_GPS - vN (m/s),HITL_GPS - vE (m/s),HITL_GPS - vD (m/s),HITL_GPS - Fix Quality,HITL_GPS - Time of Day,HITL_Accelerometer - Acc X (m/s^2),HITL_Accelerometer - Acc Y (m/s^2),HITL_Accelerometer - Acc Z (m/s^2),HITL_Gyroscope - Gyro X (rad/s),HITL_Gyroscope - Gyro Y (rad/s),HITL_Gyroscope - Gyro Z (rad/s),HITL_Magnetometer - Mag X (uT),HITL_Magnetometer - Mag Y (uT),HITL_Magnetometer - Mag Z (uT)
8.76,0.0,0.0,8.720,0,45.001,-122.003,0.000,0.008,-0.022,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.700,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
8.8,0.0,0.0,8.760,0,45.001,-122.002,0.000,0.008,-0.021,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.720,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
8.84,0.0,0.0,8.820,0,45.001,-122.002,0.000,0.007,-0.020,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.760,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
8.88,0.0,0.0,8.840,0,45.001,-122.003,0.000,0.007,-0.020,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.820,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
8.92,0.0,0.0,8.880,0,45.001,-122.002,0.000,0.007,-0.019,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.840,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
8.96,0.0,0.0,8.940,0,45.001,-122.002,0.000,0.007,-0.018,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.880,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.0,0.0,0.0,8.960,0,45.001,-122.002,0.000,0.007,-0.018,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.940,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.04,0.0,0.0,9.000,0,45.001,-122.002,0.000,0.006,-0.017,0.000,0.000,0.000,0.000,0.000,0.000,180.000,8.960,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.08,0.0,0.0,9.060,0,45.001,-122.002,0.000,0.006,-0.016,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.000,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.12,0.0,0.0,9.080,0,45.001,-122.002,0.000,0.006,-0.016,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.060,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.16,0.0,0.0,9.120,0,45.001,-122.002,0.000,0.006,-0.016,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.080,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.2,0.0,0.0,9.180,0,45.001,-122.002,0.000,0.005,-0.015,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.120,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.24,0.0,0.0,9.200,0,45.001,-122.002,0.000,0.005,-0.015,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.180,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.28,0.0,0.0,9.240,0,45.001,-122.002,0.000,0.005,-0.014,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.200,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.32,0.0,0.0,9.300,0,45.001,-122.001,0.000,0.005,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.240,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.36,0.0,0.0,9.320,0,45.001,-122.002,0.000,0.005,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.300,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.4,0.0,0.0,9.360,0,45.001,-122.001,0.000,0.005,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.320,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.44,0.0,0.0,9.420,0,45.000,-122.001,0.000,0.004,-0.012,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.360,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.48,0.0,0.0,9.440,0,45.001,-122.002,0.000,0.004,-0.012,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.420,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.52,0.0,0.0,9.480,0,45.000,-122.001,0.000,0.004,-0.012,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.440,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.56,0.0,0.0,9.540,0,45.000,-122.001,0.000,0.004,-0.011,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.480,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.6,0.0,0.0,9.560,0,45.001,-122.001,0.000,0.004,-0.011,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.540,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.64,0.0,0.0,9.600,0,45.000,-122.001,0.000,0.004,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.560,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.68,0.0,0.0,9.660,0,45.000,-122.001,0.000,0.004,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.600,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.72,0.0,0.0,9.680,0,45.000,-122.001,0.000,0.004,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.660,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.76,0.0,0.0,9.720,0,45.000,-122.001,0.000,0.003,-0.009,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.680,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.8,0.0,0.0,9.780,0,45.000,-122.001,0.000,0.003,-0.009,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.720,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.84,0.0,0.0,9.800,0,45.000,-122.001,0.000,0.003,-0.009,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.780,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.88,0.0,0.0,9.840,0,45.000,-122.001,0.000,0.003,-0.009,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.800,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.92,0.0,0.0,9.900,0,45.000,-122.001,0.000,0.003,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.840,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
9.96,0.0,0.0,9.920,0,45.000,-122.001,0.000,0.003,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.900,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
10.0,0.0,0.0,9.960,0,45.000,-122.001,0.000,0.003,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,180.000,9.920,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
