SimTime,SimAlt,SimVel,State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),HITL_Barometer - Pres (hPa),HITL_Barometer - Temp (C),HITL_Barometer - Alt ASL (m),HITL_GPS - Lat (deg),HITL_GPS - Lon (deg),HITL_GPS - Alt (m),HITL_GPS - vN (m/s),HITL_GPS - vE (m/s),HITL_GPS - vD (m/s),HITL_GPS - Fix Quality,HITL_GPS - Time of Day,HITL_Accelerometer - Acc X (m/s^2),HITL_Accelerometer - Acc Y (m/s^2),HITL_Accelerometer - Acc Z (m/s^2),HITL_Gyroscope - Gyro X (rad/s),HITL_Gyroscope - Gyro Y (rad/s),HITL_Gyroscope - Gyro Z (rad/s),HITL_Magnetometer - Mag X (uT),HITL_Magnetometer - Mag Y (uT),HITL_Magnetometer - Mag Z (uT)
0.06,0.0,0.0,0.040,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.000,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.1,0.0,0.0,0.080,0,4.091,-11.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.060,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.14,0.0,0.0,0.120,0,13.323,-36.119,0.000,0.317,-0.859,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.080,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.18,0.0,0.0,0.160,0,13.335,-36.153,0.000,0.317,-0.859,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.120,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.22,0.0,0.0,0.200,0,21.150,-57.339,0.000,0.788,-2.136,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.180,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.26,0.0,0.0,0.240,0,28.569,-77.455,0.000,1.492,-4.045,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.200,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.3,0.0,0.0,0.280,0,28.629,-77.617,0.000,1.492,-4.045,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.240,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.34,0.0,0.0,0.320,0,33.461,-90.715,0.000,2.112,-5.725,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.300,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.38,0.0,0.0,0.360,0,37.362,-101.293,0.000,2.750,-7.457,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.320,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.42,0.0,0.0,0.400,0,37.472,-101.591,0.000,2.750,-7.457,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.360,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.46,0.0,0.0,0.440,0,39.834,-107.993,0.000,3.229,-8.753,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.420,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.5,0.0,0.0,0.480,0,41.678,-112.994,0.000,3.649,-9.894,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.440,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.54,0.0,0.0,0.520,0,41.824,-113.390,0.000,3.649,-9.894,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.480,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.58,0.0,0.0,0.560,0,42.887,-116.272,0.000,3.936,-10.670,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.540,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.62,0.0,0.0,0.600,0,43.718,-118.525,0.000,4.153,-11.260,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.560,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.66,0.0,0.0,0.640,0,43.884,-118.975,0.000,4.153,-11.260,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.600,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.7,0.0,0.0,0.680,0,44.319,-120.154,0.000,4.283,-11.612,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.660,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.74,0.0,0.0,0.720,0,44.668,-121.099,0.000,4.353,-11.802,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.680,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.78,0.0,0.0,0.760,0,44.842,-121.571,0.000,4.353,-11.802,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.720,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.82,0.0,0.0,0.800,0,44.979,-121.944,0.000,4.376,-11.863,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.780,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.86,0.0,0.0,0.840,0,45.100,-122.272,0.000,4.350,-11.795,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.800,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.9,0.0,0.0,0.880,0,45.274,-122.743,0.000,4.350,-11.795,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.840,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.94,0.0,0.0,0.920,0,45.273,-122.740,0.000,4.306,-11.673,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.900,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.98,0.0,0.0,0.960,0,45.288,-122.781,0.000,4.223,-11.449,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.920,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.02,0.0,0.0,1.000,0,45.457,-123.239,0.000,4.223,-11.449,0.000,0.000,0.000,0.000,0.000,0.000,180.000,0.960,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
0.02,0.0,0.0,1.040,0,45.394,-123.067,0.000,4.139,-11.220,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.020,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.1,0.0,0.0,1.080,0,45.361,-122.978,0.000,4.024,-10.908,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.040,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.14,0.0,0.0,1.120,0,45.522,-123.414,0.000,4.024,-10.908,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.080,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.18,0.0,0.0,1.160,0,45.432,-123.171,0.000,3.918,-10.622,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.140,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.22,0.0,0.0,1.200,0,45.379,-123.026,0.000,3.786,-10.265,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.160,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.26,0.0,0.0,1.240,0,45.530,-123.437,0.000,3.786,-10.265,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.200,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.3,0.0,0.0,1.280,0,45.432,-123.171,0.000,3.671,-9.951,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.260,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.34,0.0,0.0,1.320,0,45.371,-123.006,0.000,3.532,-9.576,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.280,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.38,0.0,0.0,1.360,0,45.512,-123.389,0.000,3.532,-9.576,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.320,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.42,0.0,0.0,1.400,0,45.414,-123.122,0.000,3.413,-9.254,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.380,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.46,0.0,0.0,1.440,0,45.352,-122.955,0.000,3.274,-8.877,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.400,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.5,0.0,0.0,1.480,0,45.483,-123.310,0.000,3.274,-8.877,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.440,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.54,0.0,0.0,1.520,0,45.389,-123.054,0.000,3.156,-8.558,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.500,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.58,0.0,0.0,1.560,0,45.329,-122.892,0.000,3.021,-8.189,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.520,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.62,0.0,0.0,1.600,0,45.450,-123.219,0.000,3.021,-8.189,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.560,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.66,0.0,0.0,1.640,0,45.361,-122.977,0.000,2.907,-7.880,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.620,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.7,0.0,0.0,1.680,0,45.304,-122.824,0.000,2.776,-7.527,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.640,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.74,0.0,0.0,1.720,0,45.415,-123.125,0.000,2.776,-7.527,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.680,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.78,0.0,0.0,1.760,0,45.332,-122.900,0.000,2.667,-7.231,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.740,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.82,0.0,0.0,1.800,0,45.279,-122.757,0.000,2.544,-6.897,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.760,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.86,0.0,0.0,1.840,0,45.381,-123.033,0.000,2.544,-6.897,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.800,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.9,0.0,0.0,1.880,0,45.305,-122.826,0.000,2.441,-6.618,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.860,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.94,0.0,0.0,1.920,0,45.256,-122.693,0.000,2.325,-6.304,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.880,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
1.98,0.0,0.0,1.960,0,45.349,-122.946,0.000,2.325,-6.304,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.920,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.02,0.0,0.0,2.000,0,45.278,-122.755,0.000,2.229,-6.044,0.000,0.000,0.000,0.000,0.000,0.000,180.000,1.980,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.06,0.0,0.0,2.040,0,45.234,-122.633,0.000,2.121,-5.751,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.000,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.1,0.0,0.0,2.080,0,45.318,-122.863,0.000,2.121,-5.751,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.040,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.14,0.0,0.0,2.120,0,45.254,-122.688,0.000,2.032,-5.509,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.100,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.18,0.0,0.0,2.160,0,45.213,-122.577,0.000,1.932,-5.238,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.120,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.22,0.0,0.0,2.200,0,45.290,-122.786,0.000,1.932,-5.238,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.160,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.26,0.0,0.0,2.240,0,45.231,-122.627,0.000,1.850,-5.015,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.220,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.3,0.0,0.0,2.280,0,45.194,-122.525,0.000,1.757,-4.765,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.240,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.34,0.0,0.0,2.320,0,45.264,-122.715,0.000,1.757,-4.765,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.280,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.38,0.0,0.0,2.360,0,45.210,-122.570,0.000,1.681,-4.559,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.340,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.42,0.0,0.0,2.400,0,45.176,-122.477,0.000,1.597,-4.329,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.360,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.46,0.0,0.0,2.440,0,45.240,-122.650,0.000,1.597,-4.329,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.400,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.5,0.0,0.0,2.480,0,45.191,-122.517,0.000,1.527,-4.140,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.460,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.54,0.0,0.0,2.520,0,45.160,-122.433,0.000,1.449,-3.930,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.480,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.58,0.0,0.0,2.560,0,45.218,-122.590,0.000,1.449,-3.930,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.520,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.62,0.0,0.0,2.600,0,45.173,-122.470,0.000,1.386,-3.757,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.580,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.66,0.0,0.0,2.640,0,45.145,-122.393,0.000,1.315,-3.565,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.600,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.7,0.0,0.0,2.680,0,45.197,-122.535,0.000,1.315,-3.565,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.640,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.74,0.0,0.0,2.720,0,45.157,-122.426,0.000,1.257,-3.407,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.700,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.78,0.0,0.0,2.760,0,45.131,-122.356,0.000,1.192,-3.231,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.720,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.82,0.0,0.0,2.800,0,45.179,-122.485,0.000,1.192,-3.231,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.760,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.86,0.0,0.0,2.840,0,45.142,-122.386,0.000,1.139,-3.088,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.820,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.9,0.0,0.0,2.880,0,45.119,-122.323,0.000,1.080,-2.928,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.840,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.94,0.0,0.0,2.920,0,45.162,-122.440,0.000,1.080,-2.928,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.880,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
2.98,0.0,0.0,2.960,0,45.129,-122.350,0.000,1.032,-2.797,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.940,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.02,0.0,0.0,3.000,0,45.108,-122.292,0.000,0.978,-2.652,0.000,0.000,0.000,0.000,0.000,0.000,180.000,2.960,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.06,0.0,0.0,3.040,0,45.147,-122.398,0.000,0.978,-2.652,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.000,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.1,0.0,0.0,3.080,0,45.117,-122.317,0.000,0.934,-2.533,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.060,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.14,0.0,0.0,3.120,0,45.098,-122.265,0.000,0.886,-2.401,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.080,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.18,0.0,0.0,3.160,0,45.133,-122.361,0.000,0.886,-2.401,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.120,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.22,0.0,0.0,3.200,0,45.106,-122.287,0.000,0.846,-2.293,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.180,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.26,0.0,0.0,3.240,0,45.088,-122.239,0.000,0.802,-2.173,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.200,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.3,0.0,0.0,3.280,0,45.120,-122.326,0.000,0.802,-2.173,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.240,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.34,0.0,0.0,3.320,0,45.096,-122.259,0.000,0.765,-2.075,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.300,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
3.38,0.0,0.0,3.360,0,45.080,-122.217,0.000,0.725,-1.967,0.000,0.000,0.000,0.000,0.000,0.000,180.000,3.320,1013.250,25.000,0.000,45.0000000,-122.0000000,0.000,0.000,0.000,0.000,8,00:00:00,0.000,0.000,9.810,0.000,0.000,0.000,20.000,10.000,-45.000
